,id,full_text,entities,created_at,favourite,retweets,language,geo,in_reply
10,1313583306932465664,"As president, I will embrace:

Hope, not fear.
Peace, not violence.
Generosity, not greed.
Light, not darkness. 

I will be a president who appeals to the best in us. Not the worst.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-06 20:54:00,122746,20460,en,,
11,1313582803808903168,"We fought a Civil War that would secure a Union that would seek to fulfill the promise of equality for all.

And by fits and starts, our better angels have prevailed just enough against our worst impulses to make a new and better nation.

Those better angels must prevail again.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-06 20:52:00,28232,5403,en,,
12,1313582048691458048,"The pandemic is not a red state versus blue state issue. The virus doesn’t care where you live or what political party you belong to.

It infects us all. It will take anyone’s life. It is a virus — not a political weapon.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-06 20:49:00,86305,16205,en,,
13,1313581042066952192,I do not believe we have to choose between law and order and racial justice in America.,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-06 20:45:00,173239,23380,en,,
14,1313580790530351105,"As president, I will send a clear, unequivocal message to the entire nation: There is no place for hate in America.

It will be given no license. It will be given no oxygen. It will be given no safe harbor.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-06 20:44:00,73230,12410,en,,
15,1313577195684556800,We are engaged once again in a battle for the soul of the nation. It’s a battle we’ve been in before and we can win again. Tune in as I deliver remarks from Gettysburg. https://t.co/I9KItf8Fjn,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/I9KItf8Fjn', 'expanded_url': 'https://www.pscp.tv/w/ckt5tzFvUEVMQkJiT2xyS2R8MXpxSlZlWHduRU1HQoy_etSPDPlMN1iSX_BwTBPiA1I13A42_k6CXwPH3qV-', 'display_url': 'pscp.tv/w/ckt5tzFvUEVM…', 'indices': [169, 192]}]}",2020-10-06 20:29:43,18542,5163,en,,
16,1313544299955417089,Unity over division.,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-06 18:19:00,225832,27071,en,,
17,1313534485418442755,"Florida — la decisión de hoy de extender la fecha para inscribirse para votar es una victoria para nuestra democracia. Si no te has registrado, visita https://t.co/SSNUK7cjLs antes de las 7 PM ET e inscríbete.

Esta elección es demasiado importante para no participar.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/SSNUK7cjLs', 'expanded_url': 'http://voyavotar.com/fl', 'display_url': 'voyavotar.com/fl', 'indices': [151, 174]}]}",2020-10-06 17:40:00,9510,2440,es,,
18,1313531213878091776,"Florida — today's decision to extend the voter registration deadline is a win for our democracy. If you haven't registered to vote yet, head to https://t.co/uAcduFQlKF before 7 PM ET tonight to do so.

This election is too important to sit out.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uAcduFQlKF', 'expanded_url': 'http://iwillvote.com/FL', 'display_url': 'iwillvote.com/FL', 'indices': [144, 167]}]}",2020-10-06 17:27:00,26691,7143,en,,
19,1313513094770036736,"Folks, we can save nearly 100,000 lives by the end of the year if everyone wears a mask in public.

Do your part. Protect your neighbors. Wear a mask.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-06 16:15:00,180090,33965,en,,
20,1313494229126184968,"#ImVotingFor Shamar — and every kid in this country — because they deserve the chance to go as far as their God-given potential will take them.

What are you voting for? I want to hear from you @BarackObama, @MichelleObama, and @DrBiden. https://t.co/4iZaKwDzzY","{'hashtags': [{'text': 'ImVotingFor', 'indices': [0, 12]}], 'symbols': [], 'user_mentions': [{'screen_name': 'BarackObama', 'name': 'Barack Obama', 'id': 813286, 'id_str': '813286', 'indices': [194, 206]}, {'screen_name': 'MichelleObama', 'name': 'Michelle Obama', 'id': 409486555, 'id_str': '409486555', 'indices': [208, 222]}, {'screen_name': 'DrBiden', 'name': 'Dr. Jill Biden', 'id': 821784477076750338, 'id_str': '821784477076750338', 'indices': [228, 236]}], 'urls': [], 'media': [{'id': 1228803211030679552, 'id_str': '1228803211030679552', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/EQ2X4hNWsAEzD-s.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EQ2X4hNWsAEzD-s.jpg', 'url': 'https://t.co/4iZaKwDzzY', 'display_url': 'pic.twitter.com/4iZaKwDzzY', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313494229126184968/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",2020-10-06 15:00:02,82260,15518,en,,
21,1313464290280534017,"There’s no better person to convey what’s at stake in this election than my friend, @MichelleObama. Tune in to hear her closing argument. https://t.co/wc7mywLUHy","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MichelleObama', 'name': 'Michelle Obama', 'id': 409486555, 'id_str': '409486555', 'indices': [84, 98]}], 'urls': [{'url': 'https://t.co/wc7mywLUHy', 'expanded_url': 'https://www.pscp.tv/w/cksQkDFvUEVMQkJiT2xyS2R8MURYR3lBUm1OZFlHTeZjKFm0nW5fk8GdRI_XOSa7mPyoTyXQDoN1doEscisC', 'display_url': 'pscp.tv/w/cksQkDFvUEVM…', 'indices': [138, 161]}]}",2020-10-06 13:01:04,32296,8022,en,,
22,1313319274677768193,"I couldn’t let #WorldTeachersDay go by without celebrating the best teacher I know. Jilly, the way you’ve worked tirelessly and passionately for your students year after year continues to inspire me. https://t.co/rvCJHZLFvm","{'hashtags': [{'text': 'WorldTeachersDay', 'indices': [15, 32]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313319017998938112, 'id_str': '1313319017998938112', 'indices': [200, 223], 'media_url': 'http://pbs.twimg.com/media/EjnYsEiXcAAvbT0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjnYsEiXcAAvbT0.jpg', 'url': 'https://t.co/rvCJHZLFvm', 'display_url': 'pic.twitter.com/rvCJHZLFvm', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313319274677768193/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}}]}",2020-10-06 03:24:50,136610,14757,en,,
23,1313304721092997125,Wear a mask. https://t.co/TSuLuzAXEB,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313304223501742082, 'id_str': '1313304223501742082', 'indices': [13, 36], 'media_url': 'http://pbs.twimg.com/media/EjnLVK9XYAA_kAL.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjnLVK9XYAA_kAL.jpg', 'url': 'https://t.co/TSuLuzAXEB', 'display_url': 'pic.twitter.com/TSuLuzAXEB', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313304721092997125/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",2020-10-06 02:27:00,572246,99167,en,,
24,1313288363361931265,"Folks, I just wrapped up my NBC Town Hall where I laid out my plans to build this country back better than before. If you liked what you heard, please chip in to keep tonight's momentum going: https://t.co/2QUVJ3rvkU","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/2QUVJ3rvkU', 'expanded_url': 'https://joe.link/34rgYyC', 'display_url': 'joe.link/34rgYyC', 'indices': [193, 216]}]}",2020-10-06 01:22:00,26000,4854,en,,
25,1313287105213165569,The future is yours. I'm counting on you. https://t.co/4vpSkat0ZH,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313286622776119297, 'id_str': '1313286622776119297', 'indices': [42, 65], 'media_url': 'http://pbs.twimg.com/media/Ejm7Xm0XsAIpP_Z.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ejm7Xm0XsAIpP_Z.jpg', 'url': 'https://t.co/4vpSkat0ZH', 'display_url': 'pic.twitter.com/4vpSkat0ZH', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313287105213165569/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",2020-10-06 01:17:00,53514,10075,en,,
26,1313286601796194305,I've taken on the Castros and Putins of the world. I let them know: it stops here. It stops with me. It stops with me as president. https://t.co/p2p1n4ALRY,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313286081190690816, 'id_str': '1313286081190690816', 'indices': [132, 155], 'media_url': 'http://pbs.twimg.com/media/Ejm64s7WAAIQ0Km.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ejm64s7WAAIQ0Km.jpg', 'url': 'https://t.co/p2p1n4ALRY', 'display_url': 'pic.twitter.com/p2p1n4ALRY', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313286601796194305/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}}]}",2020-10-06 01:15:00,34627,6810,en,,
27,1313283330486476801,Roe v. Wade must remain the law of the land. https://t.co/1Gq6Ncc2IK,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313282765845135360, 'id_str': '1313282765845135360', 'indices': [45, 68], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1313282765845135360/img/-eFOxktTL6zq4wLi.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1313282765845135360/img/-eFOxktTL6zq4wLi.jpg', 'url': 'https://t.co/1Gq6Ncc2IK', 'display_url': 'pic.twitter.com/1Gq6Ncc2IK', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313283330486476801/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",2020-10-06 01:02:00,55045,9958,en,,
28,1313280562086379520,Don't tell me things can't change. https://t.co/S1L2zcKVFr,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313280269475106817, 'id_str': '1313280269475106817', 'indices': [35, 58], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1313280269475106817/img/oYdQuBbEk79OSInt.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1313280269475106817/img/oYdQuBbEk79OSInt.jpg', 'url': 'https://t.co/S1L2zcKVFr', 'display_url': 'pic.twitter.com/S1L2zcKVFr', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313280562086379520/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",2020-10-06 00:51:00,33265,6245,en,,
29,1313279555365408769,"As president, I'll do what I've always done in the past: bring people together.

Peaceful protesters, police officers, unions, and civil rights groups — we'll all sit down at the White House. https://t.co/qk4Nh65UIC","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313278911472701440, 'id_str': '1313278911472701440', 'indices': [192, 215], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1313278911472701440/img/ZgZdfSDa1FH0FjpS.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1313278911472701440/img/ZgZdfSDa1FH0FjpS.jpg', 'url': 'https://t.co/qk4Nh65UIC', 'display_url': 'pic.twitter.com/qk4Nh65UIC', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313279555365408769/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",2020-10-06 00:47:00,22084,4399,en,,
30,1313276284093382658,"When I decided to run, I had three objectives:

1. Restore the soul of this country.
2. Rebuild the middle class.
3. Reunite the country.

It's the only way we can move forward. https://t.co/Wk3uP0Qcqm","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313275540846120961, 'id_str': '1313275540846120961', 'indices': [178, 201], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1313275540846120961/img/lzZICRnhvPUXKSG9.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1313275540846120961/img/lzZICRnhvPUXKSG9.jpg', 'url': 'https://t.co/Wk3uP0Qcqm', 'display_url': 'pic.twitter.com/Wk3uP0Qcqm', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313276284093382658/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",2020-10-06 00:34:00,55163,11168,en,,
31,1313275529064316928,"More than 200,000 Americans have died. 50,000 Americans are getting the virus every day. 1,000 a day are dying. This is a national emergency.

The President should take responsibility. https://t.co/RpEZCjjUhq","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313274889810444289, 'id_str': '1313274889810444289', 'indices': [185, 208], 'media_url': 'http://pbs.twimg.com/media/EjmwsVmWAAExk_V.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjmwsVmWAAExk_V.jpg', 'url': 'https://t.co/RpEZCjjUhq', 'display_url': 'pic.twitter.com/RpEZCjjUhq', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313275529064316928/video/1', 'type': 'photo', 'sizes': {'medium': {'w': 480, 'h': 270, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 480, 'h': 270, 'resize': 'fit'}, 'large': {'w': 480, 'h': 270, 'resize': 'fit'}}}]}",2020-10-06 00:31:00,33247,8502,en,,
32,1313273767301316610,Listen to the scientists.,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-06 00:24:00,608135,68096,en,,
33,1313273264010137600,I would hope that the President having gone through what he went through will communicate the right lesson to the American people: Masks matter. They save lives. https://t.co/Hc8lovKEwB,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313272532938747904, 'id_str': '1313272532938747904', 'indices': [162, 185], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1313272532938747904/img/e9i6_JHihkbSsqzV.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1313272532938747904/img/e9i6_JHihkbSsqzV.jpg', 'url': 'https://t.co/Hc8lovKEwB', 'display_url': 'pic.twitter.com/Hc8lovKEwB', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313273264010137600/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",2020-10-06 00:22:00,29725,5543,en,,
34,1313272005701980160,I view wearing a mask as a patriotic duty — to protect those around you. #BidenTownHall,"{'hashtags': [{'text': 'BidenTownHall', 'indices': [73, 87]}], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-06 00:17:00,191209,26095,en,,
35,1313269992360681472,Masks matter. They save lives.,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-06 00:09:00,278085,39665,en,,
36,1313265210921230336,"I’m about to take the stage for tonight’s Town Hall in Miami, Florida. Tune in to @NBC now to watch live. https://t.co/iFo4jTtF2d","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nbc', 'name': 'NBC Entertainment', 'id': 26585095, 'id_str': '26585095', 'indices': [82, 86]}], 'urls': [], 'media': [{'id': 1313262774114545671, 'id_str': '1313262774114545671', 'indices': [106, 129], 'media_url': 'http://pbs.twimg.com/media/EjmlssLXcAUyXgZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjmlssLXcAUyXgZ.jpg', 'url': 'https://t.co/iFo4jTtF2d', 'display_url': 'pic.twitter.com/iFo4jTtF2d', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313265210921230336/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}}]}",2020-10-05 23:50:00,18818,3462,en,,
37,1313253886619246593,"Folks, starting today, I'm trying something new.

I'll be writing notes to you about my plans to build our country back better. And I'll be sharing personal stories and behind-the-scenes moments from the campaign trail, too.

I hope you'll follow along. https://t.co/OIjQQRO2I2","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/OIjQQRO2I2', 'expanded_url': 'https://joebiden.com/notes-from-joe-intro/', 'display_url': 'joebiden.com/notes-from-joe…', 'indices': [254, 277]}]}",2020-10-05 23:05:00,51772,8986,en,,
38,1313237533627645954,These good boys are ready to build bark better. https://t.co/OzaEkehJUR,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313236177298874370, 'id_str': '1313236177298874370', 'indices': [48, 71], 'media_url': 'http://pbs.twimg.com/media/EjmNwufXsAAFOEx.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjmNwufXsAAFOEx.jpg', 'url': 'https://t.co/OzaEkehJUR', 'display_url': 'pic.twitter.com/OzaEkehJUR', 'expanded_url': 'https://twitter.com/JoeBiden/status/1313237533627645954/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",2020-10-05 22:00:01,233687,39703,en,,
39,1313228972126216193,"Now that President Trump is busy tweeting campaign messages, I would ask him to do this: Listen to the scientists. Support masks. Support mask mandates nationwide.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-05 21:26:00,658411,80800,en,,
40,1313225449036681216,"Voting early in person starts today statewide in California, Iowa, Maine, Montana, Nebraska, and South Carolina.

This is our moment — and there is too much at stake to sit this election out.

Head to https://t.co/eoxT07uII9 to find all the info you need to make your voice heard.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/eoxT07uII9', 'expanded_url': 'http://iwillvote.com', 'display_url': 'iwillvote.com', 'indices': [201, 224]}]}",2020-10-05 21:12:00,19573,5150,en,,
