,id,full_text,entities,created_at,favourite,retweets,language,geo,in_reply,date,time_of_day,tweet_length,hour,day_or_night,days_to_election
10,1314020574507806720,https://t.co/LE9qIQn29N,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1314020484074352642, 'id_str': '1314020484074352642', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1314020484074352642/pu/img/z_oCuur8DUgqtQdA.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1314020484074352642/pu/img/z_oCuur8DUgqtQdA.jpg', 'url': 'https://t.co/LE9qIQn29N', 'display_url': 'pic.twitter.com/LE9qIQn29N', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1314020574507806720/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}}]}",2020-10-08 01:51:32,39128,10836,und,,,2020-10-08 01:51:32,night,1,20,1,26
11,1314017484262047745,Joe Biden and Kamala Harris BOTH want to BAN FRACKING. https://t.co/FpcvoVXcKH,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1314017452787937281, 'id_str': '1314017452787937281', 'indices': [55, 78], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1314017452787937281/pu/img/6niFpvfDk0BTDDRq.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1314017452787937281/pu/img/6niFpvfDk0BTDDRq.jpg', 'url': 'https://t.co/FpcvoVXcKH', 'display_url': 'pic.twitter.com/FpcvoVXcKH', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1314017484262047745/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 640, 'h': 292, 'resize': 'fit'}, 'small': {'w': 640, 'h': 292, 'resize': 'fit'}, 'large': {'w': 640, 'h': 292, 'resize': 'fit'}}}]}",2020-10-08 01:39:16,86123,33736,en,,,2020-10-08 01:39:16,night,11,20,1,26
12,1313996348694433792,"Obama, Biden, Crooked Hillary and many others got caught in a Treasonous Act of Spying and Government Overthrow, a Criminal Act. How is Biden now allowed to run for President?","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-08 00:15:17,158799,42603,en,,,2020-10-08 00:15:17,night,30,20,1,26
13,1313987006230298625,"Biden supports Cory Booker’s Bill that will force low income housing in the Suburbs, which will lower property values and bring crime to your neighborhoods. If Dems win, GOODBYE SUBURBS!","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-07 23:38:09,83730,22964,en,,,2020-10-07 23:38:09,night,30,20,1,27
14,1313985879220850689,"My highly regarded Executive Order protected 525,000 American jobs during the height of the Chinese Plague. Democrats want to have Open Borders!","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-07 23:33:40,71904,17783,en,,,2020-10-07 23:33:40,night,22,20,1,27
15,1313984510749544450,We should have the small remaining number of our BRAVE Men and Women serving in Afghanistan home by Christmas!,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-07 23:28:14,150351,30927,en,,,2020-10-07 23:28:14,night,19,20,1,27
16,1313959702104023047,A MESSAGE FROM THE PRESIDENT! https://t.co/uhLIcknAjT,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313957028352733185, 'id_str': '1313957028352733185', 'indices': [30, 53], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1313957028352733185/img/h8CQkmpTVGjtT6ma.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1313957028352733185/img/h8CQkmpTVGjtT6ma.jpg', 'url': 'https://t.co/uhLIcknAjT', 'display_url': 'pic.twitter.com/uhLIcknAjT', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1313959702104023047/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",2020-10-07 21:49:39,221433,66588,en,,,2020-10-07 21:49:39,evening,6,18,1,27
17,1313959178931666944,"Just spoke with Prime Minister @BorisJohnson of the United Kingdom. Very thankful for his friendship and support as I recovered from the China Virus. I am looking forward to working with him for many years to come, a great guy!","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': 3131144855, 'id_str': '3131144855', 'indices': [31, 44]}], 'urls': []}",2020-10-07 21:47:35,141529,24882,en,,,2020-10-07 21:47:35,evening,40,17,1,27
18,1313927861062062086,"Was just briefed on Hurricane Delta, and spoke with @GovAbbott of Texas and @LouisianaGov John Bel Edwards. Please heed the directions of your State and Local Officials. We are working with them very closely — please be prepared, be careful, and be safe! https://t.co/hi01bnNV6M","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GovAbbott', 'name': 'Gov. Greg Abbott', 'id': 19291441, 'id_str': '19291441', 'indices': [52, 62]}, {'screen_name': 'LouisianaGov', 'name': 'John Bel Edwards', 'id': 166374616, 'id_str': '166374616', 'indices': [76, 89]}], 'urls': [{'url': 'https://t.co/hi01bnNV6M', 'expanded_url': 'https://twitter.com/femaregion6/status/1313864971504291846', 'display_url': 'twitter.com/femaregion6/st…', 'indices': [255, 278]}]}",2020-10-07 19:43:08,48749,13476,en,,,2020-10-07 19:43:08,evening,44,17,1,27
19,1313903112399261697,"Wow!!! NOW DO SOMETHING ABOUT THIS, THE BIGGEST OF ALL POLITICAL SCANDALS (IN HISTORY)!!! BIDEN, OBAMA AND CROOKED HILLARY LED THIS TREASONOUS PLOT!!! BIDEN SHOULDN’T BE ALLOWED TO RUN - GOT CAUGHT!!! https://t.co/hf7zjqZYQ4","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hf7zjqZYQ4', 'expanded_url': 'https://twitter.com/amerikangirlll/status/958194412101799936', 'display_url': 'twitter.com/amerikangirlll…', 'indices': [201, 224]}]}",2020-10-07 18:04:47,134123,55136,en,,,2020-10-07 18:04:47,evening,33,16,1,27
20,1313902892865253376,https://t.co/CuRSrTGQ8V,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1313902819628511232, 'id_str': '1313902819628511232', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1313902819628511232/pu/img/LbFXONg34mSD6VxV.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1313902819628511232/pu/img/LbFXONg34mSD6VxV.jpg', 'url': 'https://t.co/CuRSrTGQ8V', 'display_url': 'pic.twitter.com/CuRSrTGQ8V', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1313902892865253376/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",2020-10-07 18:03:55,52241,18919,und,,,2020-10-07 18:03:55,evening,1,15,1,27
21,1313902347416895489,"Early voting and vote-by-mail start TODAY in ARIZONA! Cast your vote early in person, or request your vote-by-mail ballot right now. We want all eligible voters to vote, and have it counted! Request your vote-by-mail ballot by clicking below! #VOTE https://t.co/gsFSghkmdM","{'hashtags': [{'text': 'VOTE', 'indices': [243, 248]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gsFSghkmdM', 'expanded_url': 'http://Vote.DonaldJTrump.com', 'display_url': 'Vote.DonaldJTrump.com', 'indices': [249, 272]}]}",2020-10-07 18:01:45,47556,13246,en,,,2020-10-07 18:01:45,evening,41,13,1,27
22,1313863059019051009,THE FAKE NEWS MEDIA IS THE REAL OPPOSITION PARTY!,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-10-07 15:25:38,330261,67591,en,,,2020-10-07 15:25:38,afternoon,9,3,0,27
23,1313861656766820352,Undecided Voters at Concast Town Hall Previously Told Network They Were Voting Biden...https://t.co/NDaiFaxmmU,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/NDaiFaxmmU', 'expanded_url': 'https://freebeacon.com/media/undecided-voters-at-nbc-town-hall-previously-told-network-they-were-voting-biden/', 'display_url': 'freebeacon.com/media/undecide…', 'indices': [87, 110]}]}",2020-10-07 15:20:03,51147,16908,en,,,2020-10-07 15:20:03,afternoon,13,2,0,27
24,1313854465276080128,"NOW THAT THE RADICAL LEFT DEMOCRATS GOT CAUGHT COLD IN THE (NON) FRIENDLY TRANSFER OF GOVERNMENT, IN FACT, THEY SPIED ON MY CAMPAIGN AND WENT FOR A COUP, WE ARE ENTITLED TO ASK THE VOTERS FOR FOUR MORE YEARS. PLEASE REMEMBER THIS WHEN YOU VOTE! https://t.co/gsFSghkmdM","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gsFSghkmdM', 'expanded_url': 'http://Vote.DonaldJTrump.com', 'display_url': 'Vote.DonaldJTrump.com', 'indices': [245, 268]}]}",2020-10-07 14:51:29,108171,32931,en,,,2020-10-07 14:51:29,afternoon,46,1,0,27
25,1313849980906614785,She is far further left than Crazy Bernie. Biden would not last a month! https://t.co/kJWITxYRV1,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kJWITxYRV1', 'expanded_url': 'https://twitter.com/trumpwarroom/status/1313611346924187650', 'display_url': 'twitter.com/trumpwarroom/s…', 'indices': [73, 96]}]}",2020-10-07 14:33:40,64003,17803,en,,,2020-10-07 14:33:40,afternoon,15,1,0,27
26,1313848232716521473,"Ari, THE MEDIA IS CORRUPT, JUST LIKE OUR DEMOCRAT RUN BALLOT SYSTEM IS CORRUPT! Look at what’s happening with Fake, Missing and Fraudulent Ballots all over the Country???  VOTE https://t.co/PaFBuskB19","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/PaFBuskB19', 'expanded_url': 'https://twitter.com/arifleischer/status/1313586255779827717', 'display_url': 'twitter.com/arifleischer/s…', 'indices': [177, 200]}]}",2020-10-07 14:26:43,59349,19268,en,,,2020-10-07 14:26:43,afternoon,30,1,0,27
27,1313847138078658563,"They went for a Coup. Almost destroyed our Country. You had the right President at the right moment. Current Voters, REMEMBER THIS WHEN YOU VOTE! https://t.co/w2s8LdiRu0","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/w2s8LdiRu0', 'expanded_url': 'https://twitter.com/trumpwarroom/status/1313616721522184192', 'display_url': 'twitter.com/trumpwarroom/s…', 'indices': [146, 169]}]}",2020-10-07 14:22:22,94472,30715,en,,,2020-10-07 14:22:22,afternoon,26,1,0,27
28,1313846197162070019,"He’s been a wacko for years, and everyone knows it. The Lamestream Media is stuck with him and they are just now trying to clean up his act. Notice how all of the bad things, like his very low IQ, are no longer reported? Fake News! #MAGA https://t.co/LU2o2m7CSs","{'hashtags': [{'text': 'MAGA', 'indices': [232, 237]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/LU2o2m7CSs', 'expanded_url': 'https://twitter.com/josephwulfsohn/status/1313606598552674306', 'display_url': 'twitter.com/josephwulfsohn…', 'indices': [238, 261]}]}",2020-10-07 14:18:38,65251,19613,en,,,2020-10-07 14:18:38,afternoon,48,0,0,27
29,1313844080149966848,Thank you! https://t.co/3HTLWgn6Dt,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/3HTLWgn6Dt', 'expanded_url': 'https://twitter.com/trumpwarroom/status/1313619203191197699', 'display_url': 'twitter.com/trumpwarroom/s…', 'indices': [11, 34]}]}",2020-10-07 14:10:13,51754,12782,en,,,2020-10-07 14:10:13,afternoon,3,0,0,27
30,1313843369785856002,"Talks unity but illegally spied on my campaign, and much worse - COUP! Too late for the nice talk Sleepy Joe! VOTE https://t.co/BBC2I7imfx","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/BBC2I7imfx', 'expanded_url': 'https://twitter.com/TrumpWarRoom/status/1313625567057543168', 'display_url': 'twitter.com/TrumpWarRoom/s…', 'indices': [115, 138]}]}",2020-10-07 14:07:24,54884,16901,en,,,2020-10-07 14:07:24,afternoon,23,0,0,27
31,1313842083606802435,Where are all of the arrests? Can you imagine if the roles were reversed? Long term sentences would have started two years ago. Shameful! https://t.co/w2s8LdiRu0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/w2s8LdiRu0', 'expanded_url': 'https://twitter.com/trumpwarroom/status/1313616721522184192', 'display_url': 'twitter.com/trumpwarroom/s…', 'indices': [138, 161]}]}",2020-10-07 14:02:17,76179,27053,en,,,2020-10-07 14:02:17,afternoon,25,0,0,27
32,1313839449588072449,"Wow, what does this grim picture remind you of? I am the only thing in the Radical Left’s way! VOTE https://t.co/gnlvm4swFv","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gnlvm4swFv', 'expanded_url': 'https://twitter.com/realjameswoods/status/1313625009080811520', 'display_url': 'twitter.com/realjameswoods…', 'indices': [100, 123]}]}",2020-10-07 13:51:49,69287,23723,en,,,2020-10-07 13:51:49,afternoon,21,0,0,27
33,1313838620734894080,VOTE TRUMP CALIFORNIA! https://t.co/cr4WNxCCIy,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cr4WNxCCIy', 'expanded_url': 'https://twitter.com/chuckcallesto/status/1313538477942870016', 'display_url': 'twitter.com/chuckcallesto/…', 'indices': [23, 46]}]}",2020-10-07 13:48:31,75959,20625,en,,,2020-10-07 13:48:31,afternoon,4,0,0,27
34,1313838275044442127,Thank you Heather! https://t.co/uba9TPFpAD,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uba9TPFpAD', 'expanded_url': 'https://twitter.com/hrenee80/status/1313632912059830273', 'display_url': 'twitter.com/hrenee80/statu…', 'indices': [19, 42]}]}",2020-10-07 13:47:09,112278,18904,en,,,2020-10-07 13:47:09,afternoon,4,0,0,27
35,1313830675812962306,True! https://t.co/hf7zjqZYQ4,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hf7zjqZYQ4', 'expanded_url': 'https://twitter.com/amerikangirlll/status/958194412101799936', 'display_url': 'twitter.com/amerikangirlll…', 'indices': [6, 29]}]}",2020-10-07 13:16:57,41442,15037,en,,,2020-10-07 13:16:57,afternoon,2,0,0,27
36,1313829415730786305,"Move Fast, I Am Waiting To Sign! @SpeakerPelosi https://t.co/RYBeWWuPC2","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SpeakerPelosi', 'name': 'Nancy Pelosi', 'id': 15764644, 'id_str': '15764644', 'indices': [33, 47]}], 'urls': [{'url': 'https://t.co/RYBeWWuPC2', 'expanded_url': 'https://twitter.com/realdonaldtrump/status/1313664886648582144', 'display_url': 'twitter.com/realdonaldtrum…', 'indices': [48, 71]}]}",2020-10-07 13:11:57,106980,30443,en,,,2020-10-07 13:11:57,afternoon,9,23,0,27
37,1313828673733230592,Proud of you Natalie! https://t.co/YVCZqo256D,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/YVCZqo256D', 'expanded_url': 'https://twitter.com/nataliejharp/status/1298078264850669568', 'display_url': 'twitter.com/nataliejharp/s…', 'indices': [22, 45]}]}",2020-10-07 13:09:00,34172,7386,en,,,2020-10-07 13:09:00,afternoon,5,23,0,27
38,1313827961687207937,We just got a BIG win for the people of Michigan. Open up your Churches and your Schools. Auto companies pouring in and expanding (thank you Mr. President!). Have fun! https://t.co/Bmj9f32DZV,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Bmj9f32DZV', 'expanded_url': 'https://twitter.com/yaliberty/status/1313579069104156672', 'display_url': 'twitter.com/yaliberty/stat…', 'indices': [168, 191]}]}",2020-10-07 13:06:10,53312,15826,en,,,2020-10-07 13:06:10,afternoon,31,22,0,27
39,1313826983386767361,Watch clip. Great job South Dakota! https://t.co/eBKiyklcsL,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/eBKiyklcsL', 'expanded_url': 'https://twitter.com/libertycliff/status/1313582086515810304', 'display_url': 'twitter.com/libertycliff/s…', 'indices': [36, 59]}]}",2020-10-07 13:02:17,58261,16902,en,,,2020-10-07 13:02:17,afternoon,7,21,0,27
40,1313824717841870848,"...And I had to put up with these losers and still run a Country, AND VERY WELL! https://t.co/PagynNnMrF","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/PagynNnMrF', 'expanded_url': 'https://twitter.com/replouiegohmert/status/989223733113114625', 'display_url': 'twitter.com/replouiegohmer…', 'indices': [81, 104]}]}",2020-10-07 12:53:17,46899,13140,en,,,2020-10-07 12:53:17,afternoon,18,21,0,27
